epoch,epoch_time_sec,train_loss,train_heatmap_loss,train_coordinate_loss,train_router_balance_loss,train_router_importance_loss,train_phase_dc_loss,train_router_entropy,train_teacher_distill_loss,train_router_response_loss,train_pck_at_0.2_torso,train_pckh_at_0.5_head,train_mean_pixel_error,train_normalized_mean_error_torso,train_evaluated_joints,train_pck_evaluated_joints,train_pckh_evaluated_joints,train_samples,test_loss,test_heatmap_loss,test_coordinate_loss,test_pck_at_0.2_torso,test_pckh_at_0.5_head,test_mean_pixel_error,test_normalized_mean_error_torso,test_evaluated_joints,test_pck_evaluated_joints,test_pckh_evaluated_joints,test_samples,test_phase,test_epoch,test_model
137,170.43104650825262,0.052932561216943785,0.0027255871333003237,0.2988739148336761,2.0,3.0,0.0,9.750179652192189e-09,0.0,0.0,0.605692563163023,0.7676126762991827,25.740425052110538,0.34774534578099825,145746,145734,144995,10428,0.027234162122011185,0.002098804343491793,0.25135357296466826,0.7157142857142857,0.8384285714285714,16.15648936948912,0.2460933531829479,14000,14000,14000,1000,student_test,137,student
138,167.29173931479454,0.052912765484421836,0.0027255741644905767,0.2986757868281442,2.0,3.0,0.0,9.80992441573342e-09,0.0,0.0,0.6036334685417396,0.7655356514661351,25.939843618268135,0.3510177839202742,145725,145701,144973,10428,0.027226243689656256,0.0020987636614590885,0.25127479910850525,0.717,0.8406428571428571,16.04637481718923,0.24437294350086142,14000,14000,14000,1000,student_test,138,student
139,167.6681196242571,0.05290312042776359,0.0027231510728061782,0.2986037003488709,2.0,3.0,0.0,9.863059740114077e-09,0.0,0.0,0.6069529540106071,0.7678772047116558,25.79752047205871,0.348895947829717,145762,145751,145087,10428,0.02723667412996292,0.0021181340999901293,0.251185396194458,0.716,0.8369285714285715,16.090365621731884,0.24477279506398508,14000,14000,14000,1000,student_test,139,student
140,166.34971852600574,0.05293974819645646,0.0027201219398359008,0.2990003713861388,2.0,3.0,0.0,9.900890889059379e-09,0.0,0.0,0.606782824712979,0.7674344871317701,25.782498464881225,0.348407990821024,145733,145721,145086,10428,0.02722604091465473,0.0021104510799050333,0.2511558941602707,0.7178571428571429,0.8414285714285714,15.899371679352996,0.2418608984023968,14000,14000,14000,1000,student_test,140,student
141,169.13470331579447,0.0529170298800987,0.002720725452672086,0.2987671500599883,2.0,3.0,0.0,9.81710349205844e-09,0.0,0.0,0.6067570626118804,0.7674266427882629,25.721691315869077,0.34835828291274173,145803,145803,145180,10428,0.027230961740016938,0.0021071731094270945,0.2512378816604614,0.7143571428571428,0.8403571428571428,15.974961643622523,0.24358971781271335,14000,14000,14000,1000,student_test,141,student
142,167.85645896196365,0.0529741898484851,0.002721630224872682,0.2993294763174101,2.0,3.0,0.0,9.875392244308935e-09,0.0,0.0,0.6063194730341704,0.7671023349708215,25.87197907210922,0.34899678151005914,145764,145740,145141,10428,0.02722413332760334,0.0020999009972438214,0.25124231934547425,0.7131428571428572,0.8366428571428571,16.17623149210627,0.2460985496230266,14000,14000,14000,1000,student_test,142,student
143,168.00382098555565,0.0529244469573752,0.002715911628207957,0.29888957741162675,2.0,3.0,0.0,9.869187896273306e-09,0.0,0.0,0.6086735779023417,0.7693707479476416,25.61754582355295,0.34670839710494156,145753,145753,145077,10428,0.02722685296833515,0.00210313240904361,0.25123720157146456,0.7155714285714285,0.8377857142857142,16.06381041287511,0.24469655311144545,14000,14000,14000,1000,student_test,143,student
144,167.84151143580675,0.052966987874929046,0.0027142979990491607,0.2993308078021806,2.0,3.0,0.0,9.934892756740613e-09,0.0,0.0,0.608761578044597,0.7681219337412492,25.76613577123769,0.3480985172409748,145762,145750,145128,10428,0.027243521556258202,0.002126243303529918,0.25117277801036836,0.7085714285714285,0.8322142857142857,16.282374005874487,0.24840050390242208,14000,14000,14000,1000,student_test,144,student
145,170.10910972952843,0.0528909521792577,0.0027151091540400917,0.29856247842700534,2.0,3.0,0.0,9.998041690804436e-09,0.0,0.0,0.6066948477944608,0.7656276919048177,25.790512116246273,0.3492633525489425,145760,145724,145111,10428,0.027236732140183448,0.0021069881115108728,0.25129743611812594,0.7156428571428571,0.8364285714285714,16.19149562379159,0.24672426964571612,14000,14000,14000,1000,student_test,145,student
146,170.42179726064205,0.05291232634743009,0.002710440136884501,0.29882295892688565,2.0,3.0,0.0,9.98751755602935e-09,0.0,0.0,0.6102308985487357,0.7704748724516143,25.624285930801793,0.34627366362062206,145758,145735,145239,10428,0.02723441945016384,0.0021081874268129466,0.2512623167037964,0.7170714285714286,0.8392857142857143,15.986913168388686,0.2438717341626862,14000,14000,14000,1000,student_test,146,student
147,169.02098558843136,0.05291544884517589,0.0027080357315338146,0.2988783574145463,2.0,3.0,0.0,1.002854374508149e-08,0.0,0.0,0.6110756693350894,0.7707545805705315,25.484574961907917,0.3445671749676306,145779,145779,145233,10428,0.027217294096946718,0.002091931724920869,0.2512536191940308,0.7184285714285714,0.8404285714285714,15.928064139043514,0.24332429606682435,14000,14000,14000,1000,student_test,147,student
148,167.6567479223013,0.05288779117255591,0.002708404009551236,0.2985980416743473,2.0,3.0,0.0,1.007866466924228e-08,0.0,0.0,0.6107924528301887,0.7700225994928894,25.532361347081682,0.34567561004131503,145772,145750,145136,10428,0.02722771245241165,0.0021093914648517968,0.2511832060813904,0.713,0.8375,15.950625112150263,0.24338857284094517,14000,14000,14000,1000,student_test,148,student
149,166.94782327860594,0.05290013326365554,0.002702486258065153,0.29878043207026644,2.0,3.0,0.0,1.0105518195251267e-08,0.0,0.0,0.6134181139737153,0.7735824387558492,25.3091856236763,0.3431067372650847,145800,145788,145320,10428,0.027215191617608072,0.0020965933557599782,0.25118597877025606,0.7185,0.8421428571428572,15.829135875502734,0.2406431362089856,14000,14000,14000,1000,student_test,149,student
150,167.44825388491154,0.05297290800281489,0.002707030317506038,0.2994628062262405,2.0,3.0,0.0,1.0120511439761068e-08,0.0,0.0,0.6134483184456427,0.7713132092632276,25.428683731005126,0.3437397609351545,145770,145758,145133,10428,0.027216822624206542,0.0020958776706829665,0.2512094452381134,0.7177142857142857,0.8399285714285715,15.824666519558988,0.24134980847762016,14000,14000,14000,1000,student_test,150,student
