phase,host_time_unix,watts,utilization_percent,memory_used_mib
active:batch477:size1,1788874867.343908,147.39,57.0,4705.0
active:batch478:size1,1788874867.394129,147.39,57.0,4705.0
active:batch479:size1,1788874867.444668,174.38,57.0,4705.0
active:batch479:size1,1788874867.4947515,174.38,57.0,4705.0
active:batch480:size1,1788874867.5449896,159.39,57.0,4705.0
active:batch481:size1,1788874867.5952113,159.39,57.0,4705.0
active:batch482:size1,1788874867.6455262,179.93,55.0,4705.0
active:batch483:size1,1788874867.6958525,179.93,55.0,4705.0
active:batch484:size1,1788874867.7461479,170.0,55.0,4705.0
active:batch484:size1,1788874867.7964933,170.0,55.0,4705.0
active:batch485:size1,1788874867.846691,188.69,55.0,4705.0
active:batch486:size1,1788874867.8970528,188.69,56.0,4705.0
active:batch487:size1,1788874867.9473708,168.93,56.0,4705.0
active:batch488:size1,1788874867.997643,168.93,56.0,4705.0
active:batch489:size1,1788874868.0482626,169.42,56.0,4705.0
active:batch489:size1,1788874868.0982356,169.42,57.0,4705.0
active:batch490:size1,1788874868.1485536,169.42,57.0,4705.0
active:batch491:size1,1788874868.1988962,179.63,57.0,4705.0
active:batch492:size1,1788874868.2802317,166.18,57.0,4705.0
active:batch493:size1,1788874868.3321633,166.18,57.0,4705.0
active:batch494:size1,1788874868.3829448,171.47,57.0,4705.0
active:batch495:size1,1788874868.4362946,171.47,57.0,4705.0
active:batch501:size1,1788874868.8351004,168.28,55.0,4705.0
active:batch502:size1,1788874868.8854148,168.28,55.0,4705.0
active:batch503:size1,1788874868.9357858,171.61,54.0,4705.0
active:batch504:size1,1788874868.985993,171.61,54.0,4705.0
active:batch505:size1,1788874869.0364053,174.46,54.0,4705.0
active:batch506:size1,1788874869.1369445,176.45,54.0,4705.0
active:batch507:size1,1788874869.1871676,176.45,56.0,4705.0
active:batch508:size1,1788874869.2373862,159.93,56.0,4705.0
active:batch509:size1,1788874869.2875428,159.93,56.0,4705.0
active:batch510:size1,1788874869.3881457,175.1,56.0,4705.0
active:batch511:size1,1788874869.4383776,169.3,56.0,4705.0
active:batch512:size1,1788874869.4886444,169.3,56.0,4705.0
active:batch513:size1,1788874869.539007,123.96,56.0,4705.0
active:batch514:size1,1788874869.5893328,123.96,54.0,4705.0
active:batch515:size1,1788874869.6898925,179.59,56.0,4705.0
active:batch516:size1,1788874869.7402658,200.01,56.0,4705.0
active:batch517:size1,1788874869.7906015,200.01,56.0,4705.0
active:batch518:size1,1788874869.8408115,145.78,56.0,4705.0
active:batch519:size1,1788874869.9014516,145.78,54.0,4705.0
active:batch520:size1,1788874869.9765966,172.04,54.0,4705.0
active:batch521:size1,1788874870.0287688,172.04,54.0,4705.0
active:batch522:size1,1788874870.1188314,169.44,56.0,4705.0
active:batch528:size1,1788874870.469601,169.44,56.0,4705.0
active:batch529:size1,1788874870.5203989,172.35,53.0,4705.0
active:batch529:size1,1788874870.570317,172.35,53.0,4705.0
active:batch530:size1,1788874870.6207232,172.71,53.0,4705.0
active:batch531:size1,1788874870.6710198,172.71,53.0,4705.0
active:batch532:size1,1788874870.7213507,167.3,55.0,4705.0
active:batch533:size1,1788874870.771742,167.3,55.0,4705.0
active:batch534:size1,1788874870.8722942,154.58,55.0,4705.0
active:batch535:size1,1788874870.92249,183.16,54.0,4705.0
active:batch536:size1,1788874870.9728556,183.16,54.0,4705.0
active:batch537:size1,1788874871.023139,173.1,54.0,4705.0
active:batch538:size1,1788874871.1238585,126.02,56.0,4705.0
active:batch539:size1,1788874871.17411,126.02,56.0,4705.0
active:batch540:size1,1788874871.2249262,170.83,56.0,4705.0
active:batch541:size1,1788874871.2752028,170.83,56.0,4705.0
active:batch542:size1,1788874871.3757753,161.88,54.0,4705.0
active:batch543:size1,1788874871.4260252,179.74,54.0,4705.0
active:batch544:size1,1788874871.4762788,179.74,56.0,4705.0
active:batch545:size1,1788874871.5267031,171.64,56.0,4705.0
active:batch546:size1,1788874871.5770042,171.64,56.0,4705.0
active:batch547:size1,1788874871.6675856,149.81,53.0,4705.0
active:batch548:size1,1788874871.7236097,149.81,53.0,4705.0
active:batch549:size1,1788874871.7776315,178.94,53.0,4705.0
active:batch555:size1,1788874872.173566,170.59,53.0,4705.0
active:batch556:size1,1788874872.2239308,170.59,54.0,4705.0
active:batch557:size1,1788874872.2742343,173.05,54.0,4705.0
