run_id,class_set,shots,support_seed,method,mode,top1_percent,top3_percent,mrr,mean_train_seconds,mean_epoch_seconds,phase_rms_change_rad,gpu_uuid,foreign_pids
20260909_unseen_formal_b_qwen_vision_lora_5shot_s303,b,5,303,qwen_vision_lora,qwen_reference_swap_only,31.299999356269836,60.19999980926514,0.5042789578437805,16.487503899633886,16.925100882351398,0.7057292461395264,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_qwen_vision_lora_5shot_s303,b,5,303,qwen_vision_lora,adapted,31.49999976158142,60.39999723434448,0.5088468194007874,16.487503899633886,16.925100882351398,0.7057292461395264,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_direct_20shot_s101,b,20,101,direct,frozen_source_bank,31.90000057220459,60.600000619888306,0.5121091604232788,7.643231360614299,7.739246985316276,0.19560478627681732,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_direct_20shot_s101,b,20,101,direct,adapted,36.399999260902405,63.80000114440918,0.5453344583511353,7.643231360614299,7.739246985316276,0.19560478627681732,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_qwen_vision_lora_20shot_s101,b,20,101,qwen_vision_lora,frozen_source_bank,31.49999976158142,62.40000128746033,0.5137115120887756,16.36152458935976,16.761176104843617,0.7368118166923523,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_qwen_vision_lora_20shot_s101,b,20,101,qwen_vision_lora,qwen_reference_swap_only,31.200000643730164,62.300002574920654,0.5120794177055359,16.36152458935976,16.761176104843617,0.7368118166923523,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_qwen_vision_lora_20shot_s101,b,20,101,qwen_vision_lora,adapted,33.19999873638153,64.0999972820282,0.5276262164115906,16.36152458935976,16.761176104843617,0.7368118166923523,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_direct_20shot_s202,b,20,202,direct,frozen_source_bank,30.500000715255737,63.999998569488525,0.5128154158592224,7.655294533073902,7.759191304445267,0.192575603723526,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_direct_20shot_s202,b,20,202,direct,adapted,38.199999928474426,67.59999990463257,0.5715241432189941,7.655294533073902,7.759191304445267,0.192575603723526,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_qwen_vision_lora_20shot_s202,b,20,202,qwen_vision_lora,frozen_source_bank,33.399999141693115,62.699997425079346,0.527468204498291,16.38655428290367,16.842148613929748,0.7035397291183472,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_qwen_vision_lora_20shot_s202,b,20,202,qwen_vision_lora,qwen_reference_swap_only,32.89999961853027,62.59999871253967,0.5244154930114746,16.38655428290367,16.842148613929748,0.7035397291183472,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_qwen_vision_lora_20shot_s202,b,20,202,qwen_vision_lora,adapted,34.299999475479126,64.89999890327454,0.5392487645149231,16.38655428290367,16.842148613929748,0.7035397291183472,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_direct_20shot_s303,b,20,303,direct,frozen_source_bank,34.299999475479126,63.499999046325684,0.5352892875671387,7.593630948662758,7.694775335490704,0.19896091520786285,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_direct_20shot_s303,b,20,303,direct,adapted,40.700000524520874,67.90000200271606,0.5854527354240417,7.593630948662758,7.694775335490704,0.19896091520786285,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_qwen_vision_lora_20shot_s303,b,20,303,qwen_vision_lora,frozen_source_bank,35.80000102519989,63.89999985694885,0.5431948304176331,16.417252270877363,16.870580589771272,0.5624829530715942,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_qwen_vision_lora_20shot_s303,b,20,303,qwen_vision_lora,qwen_reference_swap_only,36.000001430511475,63.999998569488525,0.5446925163269043,16.417252270877363,16.870580589771272,0.5624829530715942,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
20260909_unseen_formal_b_qwen_vision_lora_20shot_s303,b,20,303,qwen_vision_lora,adapted,37.00000047683716,65.70000052452087,0.5553107261657715,16.417252270877363,16.870580589771272,0.5624829530715942,GPU-d53ce4c8-272d-c2fb-dc09-f182d586c4eb,[]
