epoch,learning_rate,adapter_learning_rate,readout_learning_rate,router_learning_rate,phase_learning_rate,phase_focus_epoch,learning_rate_scale,total_loss,kd_loss,relational_kd_loss,retrieval_loss,gallery_loss,teacher_gallery_loss,router_balance_loss,router_importance_loss,router_response_consistency_loss,phase_dc_loss,phase_dc_weighted_loss,ccd_operating_point_loss,ccd_operating_point_weighted_loss,phase_dc_current_loss,phase_dc_rho_mean,phase_dc_rho_max,phase_dc_plane_count,vision_router_entropy,language_router_entropy,vision_router_active_experts,language_router_active_experts,vision_router_max_importance,language_router_max_importance,vision_router_min_selection_count,vision_router_max_selection_count,vision_router_unselected_experts,language_router_min_selection_count,language_router_max_selection_count,language_router_unselected_experts,phase_grad_rms,phase_grad_max,phase_grad_missing_planes,vision_expert_phase_grad_rms,vision_expert_phase_grad_max,vision_expert_phase_grad_missing_planes,vision_global_phase_grad_rms,vision_global_phase_grad_max,vision_global_phase_grad_missing_planes,language_expert_phase_grad_rms,language_expert_phase_grad_max,language_expert_phase_grad_missing_planes,language_global_phase_grad_rms,language_global_phase_grad_max,language_global_phase_grad_missing_planes,phase_physical_std_rad,phase_delta_from_pi_rms_rad,phase_delta_run_rms_rad,phase_delta_epoch_rms_rad,phase_raw_abs_mean,phase_sigmoid_saturation_fraction_abs_raw_gt_4,vision_expert_phase_std_rad,vision_expert_phase_delta_run_rms_rad,vision_expert_phase_delta_epoch_rms_rad,vision_expert_phase_moved_fraction_gt_0p01,vision_global_phase_std_rad,vision_global_phase_delta_run_rms_rad,vision_global_phase_delta_epoch_rms_rad,vision_global_phase_moved_fraction_gt_0p01,language_expert_phase_std_rad,language_expert_phase_delta_run_rms_rad,language_expert_phase_delta_epoch_rms_rad,language_expert_phase_moved_fraction_gt_0p01,language_global_phase_std_rad,language_global_phase_delta_run_rms_rad,language_global_phase_delta_epoch_rms_rad,language_global_phase_moved_fraction_gt_0p01,trainable_tensors_without_gradient,samples,model_forward_samples,train_top1,train_top3,train_mrr,train_metric_definition,epoch_time_sec,test_top1,test_top3,test_mrr,ema_test_top1,ema_test_top3,ema_test_mrr,checkpoint_selected_by
43,0.0001,0.0001,5e-05,5e-05,0.0,False,0.2039668103519371,0.5355403005170278,0.0,0.0,0.2901867285492609,0.2242456586967743,0.0,0.0,0.0,0.0,0.0,0.0,1.0553956775157625,0.021107913550315247,0.0,0.0,0.0,0,0.0021457467635406513,0.03764768031216846,3.9049429657794676,3.064638783269962,0.9996593374716465,0.9925358741908925,723,2630,0,39,2630,0,1.5975833970774795e-05,0.0012594789168360876,0.0,2.5619716398393522e-05,0.0012207155219324964,0.0,1.906237049200042e-05,0.0009563984502684823,0.0,2.8235338785772716e-06,9.745328000982616e-05,0.0,2.7793587053435786e-06,8.66073779499337e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.935361216730038,0.9946768060836502,0.963941700286285,episodic in-batch query vs randomly selected support prototypes,38.85782650858164,0.8799999952316284,0.9800000190734863,0.9263392686843872,0.8700000047683716,0.9649999737739563,0.9188392758369446,training_total_loss
44,0.0001,0.0001,5e-05,5e-05,0.0,False,0.18221901632701676,0.4990354438273399,0.0,0.0,0.2653093678031612,0.21264781858842863,0.0,0.0,0.0,0.0,0.0,0.0,1.0539126790521716,0.021078253581043434,0.0,0.0,0.0,0,0.002056424002722614,0.03601557305330559,3.935361216730038,3.064638783269962,0.9996735802621443,0.9929121821098907,730,2630,0,28,2630,0,1.3715934792506751e-05,0.0012708792354325332,0.0,2.1262679232287545e-05,0.001040951691071054,0.0,1.6925955545080535e-05,0.001127474537627547,0.0,2.757392530432818e-06,8.807570663650819e-05,0.0,2.0543013263818466e-06,6.686720329136213e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9391634980988594,0.9977186311787072,0.9670722450140311,episodic in-batch query vs randomly selected support prototypes,40.66490085422993,0.8799999952316284,0.9700000286102295,0.924791693687439,0.8849999904632568,0.9700000286102295,0.926755964756012,training_total_loss
45,0.0001,0.0001,5e-05,5e-05,0.0,False,0.1614363127051201,0.49759917539108844,0.0,0.0,0.26647685727254156,0.2100084956182953,0.0,0.0,0.0,0.0,0.0,0.0,1.0556911066911066,0.02111382213382213,0.0,0.0,0.0,0,0.0020809328394230213,0.03450597404810412,3.9163498098859315,3.091254752851711,0.9996514630861608,0.9932572603678975,753,2630,0,32,2630,0,1.0744677128725146e-05,0.0008071468977764848,0.0,1.719998860697355e-05,0.0007370805895854053,0.0,1.2746908130420057e-05,0.0006752384208864116,0.0,1.954736675762498e-06,6.038451980267772e-05,0.0,1.4686788298539405e-06,4.6333408988630254e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9368821292775665,0.9954372623574145,0.9658681887637527,episodic in-batch query vs randomly selected support prototypes,40.867696046829224,0.8799999952316284,0.9549999833106995,0.9213392734527588,0.8849999904632568,0.9700000286102295,0.926922619342804,training_total_loss
46,0.0001,0.0001,5e-05,5e-05,0.0,False,0.14168181587409012,0.532389784819613,0.0,0.0,0.29601996552602816,0.21530852803939196,0.0,0.0,0.0,0.0,0.0,0.0,1.0530643930000043,0.021061287860000086,0.0,0.0,0.0,0,0.0020476105196238583,0.03282084042638427,3.897338403041825,3.106463878326996,0.9996422481627518,0.9936388656213709,674,2630,0,47,2630,0,7.96158816435926e-06,0.0006102130119610852,0.0,1.2625105767938294e-05,0.0005774949971575032,0.0,9.624640505023763e-06,0.0005551772619583062,0.0,1.557093892553699e-06,4.6708445503489724e-05,0.0,1.3048050178099402e-06,4.265145218239143e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9361216730038023,0.993916349809886,0.9649429662146043,episodic in-batch query vs randomly selected support prototypes,38.95039799809456,0.8799999952316284,0.9700000286102295,0.9237698316574097,0.8849999904632568,0.9700000286102295,0.9271726012229919,training_total_loss
47,0.0001,0.0001,5e-05,5e-05,0.0,False,0.12301551959153811,0.5032489532498579,0.0,0.0,0.27596120802998125,0.20619873273338654,0.0,0.0,0.0,0.0,0.0,0.0,1.05445062660899,0.0210890125321798,0.0,0.0,0.0,0,0.001952954102307558,0.0310236569352363,3.8783269961977185,3.1102661596958177,0.9996708225841304,0.99404189024588,660,2630,0,39,2630,0,8.20280847538665e-06,0.0007214506949821953,0.0,1.3253188967610186e-05,0.0006754550283533588,0.0,9.537399145236642e-06,0.0005370241207336741,0.0,1.3750557000337591e-06,4.161427902512774e-05,0.0,1.2613122904221136e-06,3.925303448275892e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9399239543726235,0.993916349809886,0.9662864402219823,episodic in-batch query vs randomly selected support prototypes,65.10972578823566,0.8700000047683716,0.9750000238418579,0.9202082753181458,0.8799999952316284,0.9599999785423279,0.9246726036071777,training_total_loss
48,0.0001,0.0001,5e-05,5e-05,0.0,False,0.10549411278577658,0.459861300007472,0.0,0.0,0.24575080915267103,0.19303212984475687,0.0,0.0,0.0,0.0,0.0,0.0,1.053918063867228,0.021078361277344564,0.0,0.0,0.0,0,0.0019187898319320818,0.029664274659220256,3.9163498098859315,3.076045627376426,0.9996741454864183,0.9943438426170059,618,2630,0,33,2630,0,1.4308867004534217e-05,0.0013765079929726198,0.0,2.258412155242695e-05,0.001374002207220266,0.0,1.7611290453649936e-05,0.0011488530737031916,0.0,2.1399716162915994e-06,6.347592255094372e-05,0.0,1.6725323937245257e-06,4.9836616004280844e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9399239543726235,0.9984790874524715,0.9680228146310088,episodic in-batch query vs randomly selected support prototypes,54.16830190271139,0.8799999952316284,0.9549999833106995,0.922624945640564,0.8799999952316284,0.9599999785423279,0.9230058789253235,training_total_loss
49,0.0001,0.0001,5e-05,5e-05,0.0,False,0.08917080739340433,0.4779093025726737,0.0,0.0,0.2598542968559461,0.1969803898088889,0.0,0.0,0.0,0.0,0.0,0.0,1.0537308554232347,0.021074617108464696,0.0,0.0,0.0,0,0.0019034308057363383,0.02851914414009894,3.893536121673004,3.0608365019011408,0.9996770364250067,0.99459625582278,601,2630,0,26,2630,0,1.4139576888640346e-05,0.0009630315055671547,0.0,2.1272632458086654e-05,0.000786987716440178,0.0,1.8458723849741026e-05,0.0009121418344355854,0.0,1.5271221681497797e-06,4.457694353732222e-05,0.0,1.8114446384791855e-06,5.988295902170648e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9505703422053232,0.9931558935361217,0.9714702161999257,episodic in-batch query vs randomly selected support prototypes,41.258038595318794,0.8700000047683716,0.9599999785423279,0.9154365062713623,0.8799999952316284,0.9549999833106995,0.9225892424583435,training_total_loss
50,0.0001,0.0001,5e-05,5e-05,0.0,False,0.07409517675640653,0.46871520560447255,0.0,0.0,0.25291154028060403,0.1947281463142527,0.0,0.0,0.0,0.0,0.0,0.0,1.0537761186918833,0.021075522373837665,0.0,0.0,0.0,0,0.0017506097126468846,0.02756375718167753,3.870722433460076,3.1102661596958177,0.9997122358006669,0.9948054196263447,484,2630,0,42,2630,0,2.3941752642388436e-05,0.0019779597870573135,0.0,3.830963929171308e-05,0.0017930808306638418,0.0,2.8220576934602703e-05,0.0014361745202872303,0.0,3.482160336838141e-06,9.947422433599838e-05,0.0,3.310001291976862e-06,0.00010974525769467749,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9490494296577947,0.996958174904943,0.9721166037787956,episodic in-batch query vs randomly selected support prototypes,63.59293682128191,0.875,0.9800000190734863,0.924958348274231,0.8799999952316284,0.9599999785423279,0.9221726059913635,training_total_loss
51,0.0001,0.0001,5e-05,5e-05,0.0,False,0.06031300506954196,0.42869500788955633,0.0,0.0,0.22199985991581675,0.18565648320722375,0.0,0.0,0.0,0.0,0.0,0.0,1.0519331748041363,0.02103866349608273,0.0,0.0,0.0,0,0.0017375211030450214,0.02673324456742961,3.88212927756654,3.1368821292775664,0.999706053008598,0.9949861531475198,511,2630,0,51,2630,0,9.642237380091956e-06,0.0007949266743837922,0.0,1.594774330929535e-05,0.0007669200645718125,0.0,1.0975430695582742e-05,0.0006092560103882404,0.0,1.392977582170829e-06,4.188464104767523e-05,0.0,1.433627883327761e-06,5.2848914338353226e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9536121673003802,0.9961977186311787,0.9744233207557591,episodic in-batch query vs randomly selected support prototypes,64.0183042883873,0.8849999904632568,0.9750000238418579,0.9260416626930237,0.8849999904632568,0.9649999737739563,0.9260416626930237,training_total_loss
52,0.0001,0.0001,5e-05,5e-05,0.0,False,0.0478661483352506,0.45972194348394646,0.0,0.0,0.24600910437217133,0.19264858796795964,0.0,0.0,0.0,0.0,0.0,0.0,1.0532125261799918,0.021064250523599837,0.0,0.0,0.0,0,0.001638726639373674,0.025983353049809487,3.920152091254753,3.1368821292775664,0.9997381209873881,0.9951484269062376,535,2630,0,49,2630,0,1.3431864307530564e-05,0.0009215772805483928,0.0,2.2114090938885056e-05,0.0009079439167700391,0.0,1.533414699801077e-05,0.0007413735932979242,0.0,1.8100225500004643e-06,5.344623189833848e-05,0.0,1.5319492617952131e-06,4.9928326494149845e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9520912547528517,0.9954372623574145,0.9728390381816675,episodic in-batch query vs randomly selected support prototypes,64.28511767834425,0.8799999952316284,0.9649999737739563,0.9217559099197388,0.8849999904632568,0.9700000286102295,0.9263392686843872,training_total_loss
53,0.0001,0.0001,5e-05,5e-05,0.0,False,0.036792407248347814,0.4062518554070377,0.0,0.0,0.20683660811524193,0.17838418501439884,0.0,0.0,0.0,0.0,0.0,0.0,1.0515530857296498,0.021031061714592996,0.0,0.0,0.0,0,0.0016169725548114784,0.02537111159654851,3.8631178707224336,3.155893536121673,0.999741395390079,0.9952803260926512,492,2630,0,52,2630,0,1.3501102468386047e-05,0.0011678655524259998,0.0,2.2172714527154574e-05,0.0011511733955558157,0.0,1.5493186400103047e-05,0.0007924399524199544,0.0,2.1818453659656304e-06,5.700802885907511e-05,0.0,1.918956304081121e-06,6.0709223524619506e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9490494296577947,0.9992395437262357,0.9723067187537712,episodic in-batch query vs randomly selected support prototypes,63.19676376879215,0.8899999856948853,0.9750000238418579,0.9275892376899719,0.8899999856948853,0.9750000238418579,0.9292559027671814,training_total_loss
54,0.0001,0.0001,5e-05,5e-05,0.0,False,0.027125412396558135,0.3692700667271369,0.0,0.0,0.1885356766697891,0.1596753488404556,0.0,0.0,0.0,0.0,0.0,0.0,1.05295200810233,0.0210590401620466,0.0,0.0,0.0,0,0.0017490258100424884,0.02483518264422852,3.8859315589353614,3.220532319391635,0.999691177683638,0.9953953247559841,530,2630,0,76,2630,0,6.761288466756403e-06,0.0005782139404410762,0.0,1.0994321160394196e-05,0.0005299078051653591,0.0,7.924410774811414e-06,0.0005042062826500374,0.0,1.1231339875905633e-06,3.4014255707656306e-05,0.0,1.0114497927458745e-06,3.2680060607097925e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9634980988593156,0.9992395437262357,0.9807984798126801,episodic in-batch query vs randomly selected support prototypes,65.34449998289347,0.8849999904632568,0.9750000238418579,0.9267559051513672,0.8899999856948853,0.9750000238418579,0.9300892353057861,training_total_loss
55,0.0001,0.0001,5e-05,5e-05,0.0,False,0.018894522125524837,0.40808004833502914,0.0,0.0,0.2170263965715782,0.17001202369654134,0.0,0.0,0.0,0.0,0.0,0.0,1.0520813818666872,0.021041627637333745,0.0,0.0,0.0,0,0.001684619598719203,0.024370343796200625,3.8669201520912546,3.296577946768061,0.9997084949859648,0.9954946476243748,512,2630,0,105,2630,0,8.791593344881221e-06,0.0006651394412204224,0.0,1.4435968137961805e-05,0.0006277657843643933,0.0,1.010644760006991e-05,0.0005459359775029173,0.0,1.4761776634080498e-06,3.9038547697600734e-05,0.0,1.3251714417858044e-06,4.336332619914174e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9490494296577947,0.9977186311787072,0.9724841580191492,episodic in-batch query vs randomly selected support prototypes,65.01309743523598,0.8899999856948853,0.9750000238418579,0.9285416603088379,0.8849999904632568,0.9700000286102295,0.9255059957504272,training_total_loss
56,0.0001,0.0001,5e-05,5e-05,0.0,False,0.012124733378479358,0.44178224709097424,0.0,0.0,0.23770610629891872,0.18302894299035402,0.0,0.0,0.0,0.0,0.0,0.0,1.0523600007191356,0.021047200014382716,0.0,0.0,0.0,0,0.0015907674649829476,0.024078522989448486,3.8745247148288975,3.3916349809885933,0.9997408367381803,0.9955568494905537,538,2630,0,122,2630,0,1.149222079480491e-05,0.0008708323905791206,0.0,1.784214822058467e-05,0.0007983184097091518,0.0,1.4292456366352521e-05,0.0007429260498871112,0.0,2.2594576980188615e-06,6.782416552856116e-05,0.0,2.2655816491428434e-06,7.13965958506638e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9520912547528517,0.9977186311787072,0.9738276311199928,episodic in-batch query vs randomly selected support prototypes,73.19809702783823,0.8899999856948853,0.9800000190734863,0.9313392639160156,0.8899999856948853,0.9700000286102295,0.9288392663002014,training_total_loss
57,0.0001,0.0001,5e-05,5e-05,0.0,False,0.006836605781346428,0.45494552262608995,0.0,0.0,0.24346748512941405,0.1904096935341,0.0,0.0,0.0,0.0,0.0,0.0,1.053417273800636,0.02106834547601272,0.0,0.0,0.0,0,0.0016101756854205898,0.023835554641065942,3.8631178707224336,3.2395437262357416,0.9997343754133797,0.9956085695513301,504,2630,0,111,2630,0,1.3368133969444379e-05,0.0009961249228841293,0.0,2.2063929666923548e-05,0.000974576743569092,0.0,1.5063973137330322e-05,0.0008140460571926919,0.0,2.358824043012321e-06,7.217286094731077e-05,0.0,2.112615192118028e-06,6.511031165246095e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9475285171102662,0.9984790874524715,0.9714448684068687,episodic in-batch query vs randomly selected support prototypes,52.18200226128101,0.8899999856948853,0.9700000286102295,0.9288392663002014,0.8899999856948853,0.9750000238418579,0.9292559027671814,training_total_loss
58,0.0001,0.0001,5e-05,5e-05,0.0,False,0.0030461992038355312,0.45478054041134996,0.0,0.0,0.24554648090730974,0.18819018432466816,0.0,0.0,0.0,0.0,0.0,0.0,1.0521937314095153,0.021043874628190306,0.0,0.0,0.0,0,0.0016788501142410866,0.02373720230286792,3.8669201520912546,3.1330798479087454,0.9997125970546737,0.9956294712911541,521,2630,0,68,2630,0,1.1614661622567318e-05,0.0008612667684896483,0.0,1.885173640354359e-05,0.0008377668247183985,0.0,1.357679192080598e-05,0.000647998266815973,0.0,1.5583212079458723e-06,4.315300069330468e-05,0.0,1.4306371033865974e-06,4.4445789959419404e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9444866920152091,0.9977186311787072,0.9694803560641329,episodic in-batch query vs randomly selected support prototypes,41.92715313285589,0.8899999856948853,0.9750000238418579,0.9292559027671814,0.8899999856948853,0.9750000238418579,0.9292559027671814,training_total_loss
59,0.0001,0.0001,5e-05,5e-05,0.0,False,0.0007650249861446135,0.42370884347097953,0.0,0.0,0.22852216941463194,0.1741366023126947,0.0,0.0,0.0,0.0,0.0,0.0,1.05250354275504,0.0210500708551008,0.0,0.0,0.0,0,0.0015523047452020555,0.023691209245600628,3.8783269961977185,3.1254752851711025,0.9997564064685837,0.9956392446398282,545,2630,0,55,2630,0,1.1744993636446971e-05,0.0008319860376754409,0.0,1.8510091247695266e-05,0.0008305703837062797,0.0,1.4370573820445185e-05,0.0007125646607164526,0.0,1.8207254046030487e-06,5.2537945813518104e-05,0.0,1.9700712330055533e-06,6.33812003343337e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9513307984790874,0.9977186311787072,0.9734474029831107,episodic in-batch query vs randomly selected support prototypes,59.240743681788445,0.8899999856948853,0.9750000238418579,0.9292559027671814,0.8899999856948853,0.9750000238418579,0.9292559027671814,training_total_loss
60,0.0001,0.0001,5e-05,5e-05,0.0,False,1.097939839045381e-08,0.44348174133851503,0.0,0.0,0.23868534722509963,0.18373826137981147,0.0,0.0,0.0,0.0,0.0,0.0,1.052906709025568,0.02105813418051136,0.0,0.0,0.0,0,0.0016327763652205893,0.023691280621029577,3.821292775665399,3.1444866920152093,0.9997238469214493,0.9956392305885431,540,2630,0,52,2630,0,6.913016881477623e-06,0.0004961913759221456,0.0,1.1352925895380395e-05,0.0004831270385433787,0.0,7.872971337974377e-06,0.00038144241547602827,0.0,1.3101758230707868e-06,3.75489976818244e-05,0.0,1.0399680055529968e-06,3.528934733562242e-05,0.0,0.03136559575796127,0.03136562556028366,0.0,0.0,0.01592807099223137,0.0,0.031409479677677155,0.0,0.0,0.0,0.03135201707482338,0.0,0.0,0.0,0.03138719126582146,0.0,0.0,0.0,0.031321294605731964,0.0,0.0,0.0,0,2630,2630,0.9498098859315589,0.9961977186311787,0.9721419530223078,episodic in-batch query vs randomly selected support prototypes,39.44262441247702,0.8899999856948853,0.9700000286102295,0.9288392663002014,0.8899999856948853,0.9750000238418579,0.9292559027671814,training_total_loss
